DATE,TOTAL BILLS,INVOICE RANGE,TOTAL TAXABLE AMOUNT,TOTAL TAX AMOUNT,Taxable Amount 0%,Taxable Amount 5%,Taxable Amount 12%,Taxable Amount 18%,TOTAL AMOUNT,CASH,CARD,OTHER MODES,AMOUNT RETURN,AMOUNT RETURN TO CREDIT,TOTAL ITEMS SOLD,TOTAL QTY,RETURNED ITEMS COUNT,RETURNED QTY
14-Apr-22,31,"AA/2223/487, AA/2223/517",20884.82,1866.18,1560,14104.76,991.07,5788.98,24311,9725,3565,11305,284,0,116,159,0,0
13-Apr-22,26,"AA/2223/461, AA/2223/486",14782.62,1000.38,2410,12525.71,535.71,1721.19,18193,1020,7145,10058,30,0,112,283,0,0
12-Apr-22,39,"AA/2223/422, AA/2223/460",30101.32,2409.02,2912.16,20930.78,4803.57,4366.97,35423,7760,11215,16688,240,0,167,281,0,0
11-Apr-22,40,"AA/2223/383, AA/2223/421",26094.07,2380.43,1870,16624.04,2589.59,6880.44,30345,7595,340,23252,842,0,152,223,1,1
10-Apr-22,32,"AA/2223/351, AA/2223/382",21720.93,1718.33,758.74,15225.58,3535.18,2960.17,24198,5545,5415,14360,1122,0,131,185,0,0
09-Apr-22,55,"AA/2223/296, AA/2223/350",35923.91,3092.84,3283,22817.86,6785.71,6320.34,42300,12635,9001,22039,1375,0,253,339,0,0
08-Apr-22,30,"AA/2223/266, AA/2223/295",24903.69,2247.31,405,14928.57,4910.71,5064.41,27556,5240,2585,20535,804,0,107,160,0,0
07-Apr-22,42,"AA/2223/225, AA/2223/265",26185.78,1870.22,1240,21375.8,1072.69,3737.29,29296,3220,6880,19586,390,0,162,206,1,2
06-Apr-22,34,"AA/2223/192, AA/2223/224",30733,3037,3580,17547.62,3562.5,9622.88,37350,10310,16475,11475,910,0,140,206,1,1
05-Apr-22,40,"AA/2223/152, AA/2223/191",23385.13,1938.55,1634.5,16418.69,2272.32,4694.12,26958,7305,13293,7605,1245,0,155,199,0,0
04-Apr-22,38,"AA/2223/114, AA/2223/151",26580.68,2120.32,1370,18948.57,3348.21,4283.9,30071,8070,9740,14501,2240,0,143,225,0,0
03-Apr-22,38,"AA/2223/076, AA/2223/113",33987.92,2952.08,5990,22328.57,4383.93,7275.42,42930,5225,10820,27405,520,0,192,294,0,0
02-Apr-22,32,"AA/2223/044, AA/2223/075",30328.01,3089.24,1479.75,17798.65,933.04,11596.33,34897,7990,6637,21561,1291,0,152,207,0,0
01-Apr-22,43,"AA/2223/001, AA/2223/043",25938.91,2201.09,2690,17457.14,3308.04,5173.73,30830,8925,8890,14445,1430,0,147,214,0,0
31-Mar-22,42,"AA/2122/6744, AA/2122/6785",51027.94,5085.06,4875,30553.33,2133.93,18340.68,60988,20495,18774,22694,975,0,185,281,0,0
30-Mar-22,46,"AA/2122/6700, AA/2122/6743",27283.8,2423.2,2535,16825.71,5008.93,5449.15,32242,6040,15564,12133,1495,0,192,241,2,2
29-Mar-22,35,"AA/2122/6667, AA/2122/6699",28849.74,1956.26,5500,24160,1598.21,3091.53,36306,2340,14070,20126,230,0,178,261,2,5
28-Mar-22,32,"AA/2122/6635, AA/2122/6666",123592.8,9882.2,1300,94212.38,1948.21,27432.2,134775,6110,29638,99977,950,0,178,1109,0,0
27-Mar-22,57,"AA/2122/6579, AA/2122/6634",46059.78,3604.22,2675,35158.1,1933.04,8968.64,52339,12314,15725,25745,1445,0,293,442,1,1
26-Mar-22,46,"AA/2122/6533, AA/2122/6578",39012.88,3201.12,4520,26222.86,6870.54,5919.49,46734,16350,11940,19885,1441,0,218,382,0,0
25-Mar-22,27,"AA/2122/6508, AA/2122/6532",19369.75,1415.25,3800,15671.43,566.96,3131.36,24585,10440,9100,5640,595,0,111,173,2,2
24-Mar-22,50,"AA/2122/6459, AA/2122/6507",36700.43,2518.17,4571.4,30485.94,2078.89,4135.59,43790,15045,12835,17710,1800,0,167,273,1,1
23-Mar-22,42,"AA/2122/6419, AA/2122/6458",33513.77,3879.73,2844,16145.48,897.32,16470.97,40238,7770,15560,17383,475,0,120,184,2,7
22-Mar-22,33,"AA/2122/6386, AA/2122/6418",20425.81,1804.19,1140,13966.67,946.43,5512.71,23370,8760,8805,7530,1725,0,121,166,0,0
21-Mar-22,48,"AA/2122/6339, AA/2122/6385",53959.88,6269.7,1668.42,23774.07,5874.09,24311.72,61898,9975,14873,37760,710,0,216,436,1,3
20-Mar-22,48,"AA/2122/6294, AA/2122/6338",44885.24,5913.5,3034.26,16101.99,1209.82,27573.44,53833,5241,6090,43192,690,0,147,212,3,3
19-Mar-22,48,"AA/2122/6247, AA/2122/6293",49373.45,6148.05,3435,19166.67,4125,26081.78,58957,8675,30449,21870,2037,0,204,270,1,1
18-Mar-22,36,"AA/2122/6211, AA/2122/6246",34554.63,4255.37,530,13576.19,3325.89,17652.54,39340,4385,29825,5630,500,0,118,158,0,0
17-Mar-22,45,"AA/2122/6168, AA/2122/6210",32747.71,2322.29,2720,27060.95,906.25,4780.51,37790,8735,8257,22168,1370,0,149,345,2,51
16-Mar-22,40,"AA/2122/6130, AA/2122/6167",26353.61,1904.39,1593.5,20888.57,2062.5,3402.54,29852,10070,5552,15475,1245,0,146,209,2,2
15-Mar-22,44,"AA/2122/6086, AA/2122/6129",40241.19,4704.81,1110,18542.86,2133.93,19564.41,46056,21290,9985,17577,2796,0,188,226,0,0
14-Mar-22,45,"AA/2122/6041, AA/2122/6085",81630.45,10332.05,4205,31447.78,4553.57,45629.1,96168,24285,46228,26788,1133,0,220,334,0,0
13-Mar-22,48,"AA/2122/5994, AA/2122/6040",43764.2,3950.8,5820,25654.29,9861.61,8248.31,53535,11570,27567,15313,915,0,277,377,1,1
12-Mar-22,48,"AA/2122/5947, AA/2122/5993",43360.22,4269.78,2805,25836.19,2939.29,14584.75,50435,10170,15150,26520,1405,0,177,275,2,10
11-Mar-22,35,"AA/2122/5912, AA/2122/5946",35986.21,2534.29,3220,27437.62,6272.32,2276.27,41741,14664,5205,23747,1875,0,164,265,0,0
10-Mar-22,36,"AA/2122/5876, AA/2122/5911",44902.62,3889.38,1700,30385.71,4049.11,10467.8,50492,13600,7670,29262,40,0,165,257,0,0
09-Mar-22,40,"AA/2122/5836, AA/2122/5875",34507.56,3492.44,2445,19723.81,2580.36,12203.39,40445,16360,8410,16265,590,0,144,187,0,0
08-Mar-22,25,"AA/2122/5812, AA/2122/5835",18378.38,2175.72,770,7800,1973.21,8605.17,21324,9445,7284,5525,930,0,91,109,2,2
07-Mar-22,45,"AA/2122/5767, AA/2122/5811",45434.91,4881.09,1625,23242.86,4593.75,17598.31,51941,7905,12160,32831,955,0,146,211,0,0
06-Mar-22,58,"AA/2122/5709, AA/2122/5766",41328.25,4667.75,2765,17827.62,7562.5,15938.14,48761,9115,26298,14448,1100,0,216,288,0,0
05-Mar-22,67,"AA/2122/5644, AA/2122/5708",80970.15,8115.85,6352,48306.51,2982.14,29681.5,95438,24620,37529,34062,773,0,387,498,3,4
04-Mar-22,55,"AA/2122/5590, AA/2122/5643",45616.6,3701,4975,31185.33,7598.21,6833.05,54293,15005,14353,27280,2345,0,257,315,1,2
03-Mar-22,47,"AA/2122/5545, AA/2122/5589",54171.59,5998.41,1300,26804.76,4464.29,22902.54,61470,17950,25395,19075,950,0,235,298,2,2
02-Mar-22,47,"AA/2122/5499, AA/2122/5544",49058.65,4276,1970,34176.66,1859.86,13022.12,55304,18855,9401,27433,385,0,175,356,1,2
01-Mar-22,38,"AA/2122/5461, AA/2122/5498",47853.1,4941.4,5145,27520,1575.89,18757.2,57940,11236,22715,26519,2530,0,168,250,0,0
28-Feb-22,49,"AA/2122/5413, AA/2122/5460",45399.99,5388.5,1884.51,20206.18,2611.61,22582.2,52673,15935,17593,20400,1255,0,188,244,1,1
27-Feb-22,27,"AA/2122/5386, AA/2122/5412",19701.34,1633.66,2610,13253.33,3160.71,3287.29,23945,5465,4386,14645,551,0,101,139,0,0
26-Feb-22,42,"AA/2122/5344, AA/2122/5385",45172.34,4287.66,3015,26166.67,7361.61,11644.07,52475,6700,26170,20590,985,0,197,261,0,0
25-Feb-22,33,"AA/2122/5314, AA/2122/5343",34678.71,2784.45,3254.84,25124.59,3191.96,6362.15,40718,15894,6835,19689,1700,0,179,295,3,4
24-Feb-22,39,"AA/2122/5276, AA/2122/5313",25302.3,1724.7,2755.75,20324.76,3125,1852.54,29783,12140,7145,12853,2355,0,141,194,1,1
23-Feb-22,38,"AA/2122/5239, AA/2122/5275",34679.53,3568.12,3737,18873.52,3677.23,12128.77,41984,11100,13210,18420,746,0,138,183,1,1
22-Feb-22,29,"AA/2122/5210, AA/2122/5238",22027.36,1332.64,2055,19533.33,1549.11,944.92,25415,2670,3350,19600,205,0,121,162,0,0
21-Feb-22,39,"AA/2122/5171, AA/2122/5209",32199.69,3460.31,2650,15776.19,4745.54,11677.97,38310,6555,20890,11650,785,0,109,175,0,0
20-Feb-22,60,"AA/2122/5111, AA/2122/5170",53279.96,5320.54,6387.5,28791.64,8782.34,15705.98,64989,23485,25852,17616,1964,0,283,408,0,0
19-Feb-22,46,"AA/2122/5065, AA/2122/5110",51650.77,6767.05,1775,16985.54,5366.07,29299.15,60193,6930,28133,27360,2230,0,166,247,0,0
18-Feb-22,50,"AA/2122/5015, AA/2122/5064",30878.08,2169.92,1580,25335.24,1575.89,3966.95,34628,9550,8048,18985,1955,0,199,285,0,0
17-Feb-22,35,"AA/2122/4980, AA/2122/5014",42698.16,3928.84,2225,26621.9,4933.04,11143.22,48852,16270,16989,17383,1790,0,157,251,0,0
16-Feb-22,21,"AA/2122/4959, AA/2122/4979",19416.99,1331.01,740,15791.43,1852.68,1772.88,21488,8250,4925,11410,3097,0,94,125,0,0
15-Feb-22,47,"AA/2122/4912, AA/2122/4958",37017.18,3881.54,1785.28,20569.71,1791.54,14655.93,42684,10095,7365,27805,2581,0,158,234,0,0
14-Feb-22,29,"AA/2122/4884, AA/2122/4911",16842.78,1057.22,1250,14561.9,1357.14,923.73,19150,2206,10730,6864,650,0,109,160,1,1
13-Feb-22,59,"AA/2122/4826, AA/2122/4883",49615.98,3854.47,5614.55,36312.41,5929.85,7373.73,59085,9580,22954,27624,1073,0,303,420,1,1
12-Feb-22,58,"AA/2122/4768, AA/2122/4825",52050.49,4827.32,2430,31209.34,8075.89,12765.25,59308,18510,20923,20915,1040,0,265,361,0,0
11-Feb-22,34,"AA/2122/4734, AA/2122/4767",42975.64,5116.36,16310,18654.29,3236.61,21084.75,64402,15640,25359,24684,1281,0,112,247,0,0
10-Feb-22,43,"AA/2122/4691, AA/2122/4733",41624.88,3914.12,1600,26213.33,2843.75,12567.8,47139,8405,13595,25740,601,0,209,354,0,0
09-Feb-22,40,"AA/2122/4651, AA/2122/4690",31139.52,2595.48,1440,22223.81,2008.93,6906.78,35175,6565,12755,16925,1070,0,164,224,0,0
08-Feb-22,30,"AA/2122/4621, AA/2122/4650",24748.26,1836.74,850,19066.67,2321.43,3360.17,27435,7330,10310,10500,705,0,124,374,0,0
07-Feb-22,37,"AA/2122/4586, AA/2122/4620",42144.2,4409.8,2315,23719.05,1544.64,16880.51,48869,4585,21863,23570,1149,0,158,277,4,33
06-Feb-22,42,"AA/2122/4544, AA/2122/4585",55298.92,5252.08,2475,33589.52,5584.82,16124.58,63026,4719,33092,25970,755,0,240,354,0,0
05-Feb-22,48,"AA/2122/4496, AA/2122/4543",43996.56,3848.44,2060,28242.86,6656.25,9097.46,49905,9500,19290,23140,2025,0,235,309,0,0
04-Feb-22,34,"AA/2122/4463, AA/2122/4495",23226.73,1550.46,1361.81,19718.36,1116.07,2392.3,26139,6395,14299,6410,965,0,136,178,1,1
03-Feb-22,50,"AA/2122/4413, AA/2122/4462",38727.63,4148.37,4630,17591.43,8928.57,12207.63,47506,13465,9236,26380,1575,0,214,307,0,0
02-Feb-22,34,"AA/2122/4381, AA/2122/4412",31340.09,3044.91,2000,19001.9,2100.89,10237.29,36385,21807,8548,6870,840,0,118,151,2,6
01-Feb-22,41,"AA/2122/4341, AA/2122/4380",39438.69,3223.28,1330,26470.92,7241.06,5726.71,43991.97,21723.97,16073,7920,1725,0,205,278,1,1
31-Jan-22,52,"AA/2122/4289, AA/2122/4340",38588.57,3129.05,5410.88,27091.55,4916.52,6580.51,47129,7073,19630,21706,1280,0,229,330,0,0
30-Jan-22,54,"AA/2122/4236, AA/2122/4288",50215.41,5146.59,3785,24937.14,10839.29,14438.98,59147,11180,29033,20549,1615,0,211,342.8,1,1
29-Jan-22,46,"AA/2122/4190, AA/2122/4235",38888.5,2628.5,7015,32180,3133.93,3574.58,48532,12460,19784,17543,1255,0,231,450,0,0
28-Jan-22,31,"AA/2122/4159, AA/2122/4189",27702.11,1523.89,2615,26177.14,991.07,533.9,31841,5421,8335,19360,1275,0,144,312,0,0
27-Jan-22,37,"AA/2122/4123, AA/2122/4158",37170.38,2656.62,3623.75,29963.81,2312.5,4894.07,43451,6795,8724,28353,421,0,189,445,1,1
26-Jan-22,76,"AA/2122/4049, AA/2122/4122",95281.19,11214.31,5942,41433.81,9165.18,44682.2,112438,9155,82055,23638,2410,0,360,520,2,3
25-Jan-22,39,"AA/2122/4011, AA/2122/4048",38329.28,3425.72,1120,25942.86,1683.04,10703.39,42875,8880,12400,22975,1380,0,152,292,1,2
24-Jan-22,28,"AA/2122/3983, AA/2122/4010",33171.29,2242.71,3065,27760.95,1986.61,3423.73,38479,5500,29874,4450,1345,0,141,236,0,0
23-Jan-22,42,"AA/2122/3943, AA/2122/3982",27138.97,2451.03,1230,15595.24,6776.79,4766.95,30820,7745,11630,12950,1505,0,141,198,2,2
22-Jan-22,33,"AA/2122/3910, AA/2122/3942",15916.21,1422.79,500,9051.43,4424.11,2440.68,17839,5485,9359,4510,1515,0,113,168,0,0
21-Jan-22,37,"AA/2122/3874, AA/2122/3909",24282.44,1842.56,1405,18166.67,2776.79,3338.98,27530,3180,9845,15310,805,0,124,189,2,2
20-Jan-22,27,"AA/2122/3847, AA/2122/3873",22351.59,1647.21,1795,17022.67,2718.75,2610.17,25794,10010,6954,10910,2080,0,114,173,0,0
19-Jan-22,30,"AA/2122/3817, AA/2122/3846",31742.52,2925.48,4840,20831.43,1334.82,9576.27,39508,7670,12045,20785,992,0,120,228,0,0
18-Jan-22,37,"AA/2122/3780, AA/2122/3816",35285.74,2722.26,2090,25085.71,6133.93,4066.1,40098,14805,16508,9355,570,0,179,357,0,0
17-Jan-22,54,"AA/2122/3728, AA/2122/3779",40673.16,2546.71,2498.43,35074.81,3578.88,2019.47,45719,5042,14524,27368,1215,0,226,371,7,7
16-Jan-22,29,"AA/2122/3700, AA/2122/3727",30836.21,2144.79,3155,25520,1468.75,3847.46,36136,4980,9626,21920,390,0,150,270,1,1
15-Jan-22,27,"AA/2122/3673, AA/2122/3699",12274.37,1263.63,1870,5198.1,4500,2576.27,15408,3100,7300,5723,715,0,76,121,0,0
14-Jan-22,35,"AA/2122/3638, AA/2122/3672",25051.87,1828.13,6100,19466.67,2508.93,3076.27,32980,3520,5850,23865,255,0,160,264,0,0
13-Jan-22,33,"AA/2122/3606, AA/2122/3637",18397.12,1393.48,2324.4,13944.61,1753.35,2699.15,22115,890,11000,10405,180,0,137,198,1,1
12-Jan-22,38,"AA/2122/3570, AA/2122/3605",33827.59,2639.55,2847.8,25669.71,1872.55,6285.32,39314.66,10508.66,16812,12810,816,0,235,320,2,2
11-Jan-22,52,"AA/2122/3520, AA/2122/3569",45918.04,4183.96,8220,29387.62,4348.21,12182.2,58322,21222,12715,25980,1595,0,235,343,2,4
10-Jan-22,31,"AA/2122/3489, AA/2122/3519",22746.65,1622.95,890,17995.62,2200.18,2550.85,25260,7020,2165,17405,1330,0,134,178,0,0
09-Jan-22,51,"AA/2122/3439, AA/2122/3488",43871.48,5239.52,2065,18005.71,5276.79,20588.98,51176,15180,27780,9686,1470,0,168,281,1,1
08-Jan-22,55,"AA/2122/3384, AA/2122/3438",53789.41,5225.59,3045,30602.95,7968.75,15217.72,62060,10275,14430,38635,1280,0,236,411,0,0
07-Jan-22,40,"AA/2122/3345, AA/2122/3383",36308.92,3346.08,1540,22447.62,4522.32,9338.98,41195.5,5103.5,10315,26817,1040,0,156,238,4,17
06-Jan-22,32,"AA/2122/3314, AA/2122/3344",35609.42,2661.58,2370,25765.71,6642.86,3200.85,40641,5180,4135,31662,336,0,167,261,2,2
05-Jan-22,40,"AA/2122/3274, AA/2122/3313",38674.61,3804.39,2135,23339.61,2048.12,13286.88,44614,23620,3740,19829,2575,0,154,329,0,0
04-Jan-22,30,"AA/2122/3245, AA/2122/3273",25504.39,1848.11,2770,18747.62,5091.52,1665.25,30123,6225,9953,14980,1035,0,122,182,1,1
03-Jan-22,33,"AA/2122/3212, AA/2122/3244",53604.57,3909.43,1805,42931.43,2638.39,8034.75,59319,3445,9220,47299,645,0,149,409,0,0
02-Jan-22,55,"AA/2122/3157, AA/2122/3211",48079.38,3499.62,1630,36552.38,6714.29,4812.71,53209,6585,25860,21275,511,0,246,366,0,0
01-Jan-22,34,"AA/2122/3123, AA/2122/3156",32112.31,3484.69,1330,14497.14,6848.21,10766.95,36927,13100,16025,8032,230,0,146,230,0,0
31-Dec-21,45,"AA/2122/3078, AA/2122/3122",38647.21,3127.39,2086.8,28230.8,2651.79,7764.63,43861,8189,23335,13947,1610,0,206,313,0,0
30-Dec-21,57,"AA/2122/3022, AA/2122/3077",54636.93,4871.07,4270,35324.76,6189.29,13122.88,63778,11890,19301,33772,1185,0,243,359,1,1
29-Dec-21,49,"AA/2122/2976, AA/2122/3021",38008.31,3584.19,4030,19238.85,12604.2,6165.25,45623,24186,11155,11787,1505,0,241,355,10,16
28-Dec-21,45,"AA/2122/2932, AA/2122/2975",35321.27,2764.23,939,25768.1,4062.5,5490.68,39025,13810,10354,15986,1125,0,142,387,1,1
27-Dec-21,31,"AA/2122/2902, AA/2122/2931",23416.35,2047.65,2939.95,15208.57,3169.64,5038.14,28403.95,15690.95,8353,5835,1475,0,117,193,1,1
26-Dec-21,30,"AA/2122/2872, AA/2122/2901",29648.56,3031.44,2035,17119.05,1330.36,11199.15,34715,17880,9175,8640,980,0,103,157,0,0
25-Dec-21,48,"AA/2122/2645R, AA/2122/2871",36760.94,3190.06,1355,22720,7888.39,6152.54,41306,7436,16760,18940,1830,0,181,309,2,4
24-Dec-21,39,"AA/2122/2786, AA/2122/2824",29387.88,2610.12,2190,18095.24,5455.36,5837.29,34188,12405,10040,13078,1335,0,138,274,0,0
23-Dec-21,30,"AA/2122/2756, AA/2122/2785",20647.76,1312.24,3540,17942.86,1196.43,1508.47,25500,4730,1590,19700,520,0,131,229,0,0
22-Dec-21,42,"AA/2122/2714, AA/2122/2755",38515.54,2579.46,3187.5,32976.19,1107.14,4432.2,44283,1210,290,42905,122,0,187,257,0,0
21-Dec-21,27,"AA/2122/2689, AA/2122/2713",17297.58,1452.42,1910,11871.43,1964.29,3461.86,20660,2450,5110,13540,440,0,103,185,4,5
20-Dec-21,44,"AA/2122/2645, AA/2122/2688",36457.48,2577.52,3630,28923.81,3745.54,3788.14,42665,8465,9690,25145,635,0,196,409,0,0
19-Dec-21,51,"AA/2122/2594, AA/2122/2644",63181.29,5350.01,6642.69,42421.25,8464.29,12295.76,75174,11360,35549,30550,2285,0,300,507,0,0
18-Dec-21,50,"AA/2122/2545, AA/2122/2593",50374.46,4516.54,3745,33720.95,2785.71,13867.8,58636,10737,31084,17690,875,0,240,385,1,1
17-Dec-21,28,"AA/2122/2517, AA/2122/2544",14061.41,1118.59,1460,10457.14,883.93,2720.34,16640,4505,9750,3290,905,0,92,141,0,0
16-Dec-21,39,"AA/2122/2479, AA/2122/2516",34410.89,4320.81,1080.8,13821.62,1272.32,19316.95,39813,6808,11023,23547,1565,0,125,196,1,1
15-Dec-21,29,"AA/2122/2450, AA/2122/2478",18049,1510,1005,12590.48,1700.89,3757.63,20564,7225,12429,1820,910,0,136,186,0,0
14-Dec-21,34,"AA/2122/2416, AA/2122/2449",33618.34,2857.66,1185,23548.57,2205.36,7864.41,37661,6090,18836,13685,950,0,138,212,0,0
13-Dec-21,30,"AA/2122/2387, AA/2122/2415",67356.2,6293.8,3080,42604.76,4861.61,19889.83,76730,19955,2685,54150,60,0,164,332,4,4
12-Dec-21,40,"AA/2122/2347, AA/2122/2386",44565.05,4540.95,1065,24634.29,4638.39,15292.37,50171,8415,30812,11889,945,0,200,270,0,0
11-Dec-21,57,"AA/2122/2291, AA/2122/2346",47286.82,4876.18,1705,24470.48,7571.43,15244.92,53868,24185,5290,27780,3387,0,207,314,1,1
10-Dec-21,37,"AA/2122/2255, AA/2122/2290",29172.43,3304.07,655,12720.48,4888.39,11563.56,33132,19240,9697,6095,1900,0,120,149,1,1
09-Dec-21,22,"AA/2122/2234, AA/2122/2254",14465.1,1478.9,660,7541.9,2406.25,4516.95,16604,3844,8370,4710,320,0,80,146,1,1
08-Dec-21,37,"AA/2122/2199, AA/2122/2229",21404.63,1430.37,1766.25,17600,2241.07,1563.56,24602,2980,16570,5655,603,0,131,194,3,6
07-Dec-21,49,"AA/2122/2150, AA/2122/2198",52986.91,4860.09,2375,34314.29,3611.61,15061.02,60223,2845,11347,46646,615,0,211,379,0,0
06-Dec-21,42,"AA/2122/2109, AA/2122/2149",34934.38,3683.62,2035,16569.52,7508.93,10855.93,40653,6615,16339,18685,986,0,156,225,1,1
05-Dec-21,67,"AA/2122/2042, AA/2122/2108",85904.38,5821.62,2615,71435.24,5909.82,8559.32,94341,42660,34574,18152,1045,0,409,777,0,0
04-Dec-21,38,"AA/2122/2004, AA/2122/2041",30209.68,3236.32,1305,15759.53,2544.64,11905.5,34751,12715,3195,21196,2355,0,154,202,0,0
03-Dec-21,35,"AA/2122/1969, AA/2122/2003",36449.3,4189.7,1880,17506.28,1589.29,17353.73,42519,16260,16435,10699,875,0,156,198,0,0
02-Dec-21,27,"AA/2122/1943, AA/2122/1968",11617.98,1074.02,1395,7282.86,1174.11,3161.02,14087,6755,4860,2865,393,0,78,113,1,1
01-Dec-21,28,"AA/2122/1915, AA/2122/1942",24076.06,2158.73,1172.21,14672.13,4459.82,4944.11,27407,7805,20182,1320,1900,0,118,227,0,0
30-Nov-21,31,"AA/2122/1884, AA/2122/1914",38490.36,3890.74,4455,21515.33,4008.93,12966.1,46836,13630,8335,26361,1490,0,139,298,0,0
29-Nov-21,38,"AA/2122/1848, AA/2122/1883",61081.34,4785.66,2695,46582.86,2553.57,11944.92,68562,6830,24933,37374,575,0,208,423,2,3
28-Nov-21,50,"AA/2122/1799, AA/2122/1847",66275.29,7656.91,4925,30249.71,5669.64,30355.93,78857,8210,36431,35618,1402,0,255,403,2,2
27-Nov-21,57,"AA/2122/1744, AA/2122/1798",54752.76,4694.24,6075,37835.24,4044.64,12872.88,65522,6820,32977,27635,1910,0,276,468,2,2
26-Nov-21,40,"AA/2122/1704, AA/2122/1743",56088.75,5910.25,1540,30965.71,2669.64,22453.39,63539,18360,28611,16933,365,0,161,308,0,0
25-Nov-21,31,"AA/2122/1673, AA/2122/1703",19016.74,1632.42,1667.84,12168.72,3477.68,3370.34,22317,11780,5605,7607,2675,0,118,195,0,0
24-Nov-21,37,"AA/2122/1636, AA/2122/1672",45086.89,4843.57,1764.53,24592.83,1250,19244.07,51695,13455,31914,8376,2050,0,160,222,0,0
23-Nov-21,31,"AA/2122/1605, AA/2122/1635",25242.29,1512.71,1547,22704.76,1321.43,1216.1,28302,3000,23415,2047,160,0,152,283,0,0
22-Nov-21,31,"AA/2122/1574, AA/2122/1604",25042.18,1787.94,2246.88,20248.68,1455.36,3338.14,29077,4336,4790,20711,760,0,153,243,0,0
21-Nov-21,28,"AA/2122/1547, AA/2122/1573",13219.87,1179.13,-785,8352.38,1910.71,2956.78,13614,4125,4790,5745,1046,0,99,150,2,5
20-Nov-21,30,"AA/2122/1518, AA/2122/1546",34675.63,4634.37,455,11638.1,1571.43,21466.1,39765,23830,11555,4840,460,0,105,175,1,1
19-Nov-21,28,"AA/2122/1490, AA/2122/1517",28976.41,4283.59,2305,6628.57,1174.11,21173.73,35565,3255,15550,17160,400,0,112,161,0,0
18-Nov-21,44,"AA/2122/1447, AA/2122/1489",31628.95,3188.05,3667.5,18817.14,982.14,11829.66,38485,7680,16902,14248,345,0,143,236,1,1
17-Nov-21,34,"AA/2122/1413, AA/2122/1446",22289.88,1879.12,2695,14308.57,4549.11,3432.2,26864,8370,14174,6245,1925,0,121,155,0,0
16-Nov-21,42,"AA/2122/1371, AA/2122/1412",38594.68,3051.32,5105,28310.48,3589.29,6694.92,46751,4405,7903,34731,288,0,243,329,0,0
15-Nov-21,35,"AA/2122/1336, AA/2122/1370",27838.15,2061.83,4252.02,21070.22,3498.48,3269.44,34152,8230,19127,6830,35,0,161,232,0,0
14-Nov-21,38,"AA/2122/1298, AA/2122/1335",36829.68,2792.32,2245,26208.57,7165.18,3455.93,41867,11090,19514,12769,1506,0,196,287,0,0
13-Nov-21,42,"AA/2122/1257, AA/2122/1297",39285.39,3037.61,1630,29537.14,3232.14,6516.1,43953,21993,12560,10836,1436,0,232,336,1,1
12-Nov-21,31,"AA/2122/1226, AA/2122/1256",20222.4,1741.6,2225,14370.48,504.46,5347.46,24189,8935,8460,8399,1605,0,121,223,0,0
11-Nov-21,31,"AA/2122/1195, AA/2122/1225",28401.02,3077.23,660,13948.52,3694.02,10758.47,32138,4643,24080,4345,930,0,137,199,0,0
10-Nov-21,33,"AA/2122/1162, AA/2122/1194",34605.76,2583.24,2755,26821.9,2649.11,5134.75,39944,7265,29634,3910,865,0,185,286,0,0
09-Nov-21,24,"AA/2122/1138, AA/2122/1161",15614.18,1355.82,1290,9995.24,2589.29,3029.66,18260,2820,5145,10465,170,0,114,172,0,0
08-Nov-21,32,"AA/2122/1106, AA/2122/1137",28771.9,2053.1,2495,22895.24,2491.07,3385.59,33320,2840,12000,18945,465,0,175,252,0,0
07-Nov-21,47,"AA/2122/1059, AA/2122/1105",48133.45,5537.55,2205,22879.44,2535.71,22718.29,55876,4785,30561,21585,1055,0,235,295,0,0
06-Nov-21,40,"AA/2122/1019, AA/2122/1058",38247.8,3242.2,4260,25706.67,5008.93,7532.2,45750,14305,25301,6715,571,0,221,292,0,0
05-Nov-21,46,"AA/2122/975, AA/2122/1018",41374.51,2888.49,1765,32445.71,5683.04,3245.76,46028,6495,30483,9535,485,0,185,277,2,3
04-Nov-21,44,"AA/2122/937, AA/2122/974",34005.33,2714.34,2099.33,24334.18,4052.92,5618.23,38819,-1553,27363,13875,866,0,178,286,9,26
03-Nov-21,40,"AA/2122/899, AA/2122/936",31660.67,2425.33,2225,22300.95,6241.07,3118.64,36311,3625,18466,15050,830,0,160,264,2,5
02-Nov-21,40,"AA/2122/859, AA/2122/898",43945.03,3157.11,1559.86,34313.53,4870.54,4760.96,48662,12195,28099,9005,637,0,201,284,0,0
01-Nov-21,55,"AA/2122/805, AA/2122/858",48028.19,3725.81,4250,34988.24,6179.82,6860.13,56004,19230,14485,24254,1965,0,193,299,1,3
31-Oct-21,54,"AA/2122/753, AA/2122/804",41030.98,3620.62,5723.4,25097.43,8371.43,7562.12,50375,7390,34909,8886,810,0,293,404,5,5
30-Oct-21,59,"AA/2122/695, AA/2122/752",72737.78,8785.77,4809.7,29512.9,7839.29,35385.59,86333,2870,75233,8650,420,0,265,545,1,1
29-Oct-21,44,"AA/2122/652, AA/2122/694",19296.36,1553.64,2115,13590.48,2549.11,3156.78,22965,9371,9182,7337,2925,0,145,183,1,1
28-Oct-21,34,"AA/2122/618, AA/2122/651",25645.78,1677.66,2417.81,21453.26,2494.29,1698.23,29741,9951,4310,17040,1560,0,177,239,0,0
