NAME,BRAND,UOM,CATEGORY,SUB CATEGORY,TAX CODE,QTY SOLD,NO. OF BILLS,TAXABLE AMOUNT,REVENUE,MRP,SP/WP/SPLP/OP,CP
Coconut Oil 500ml - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,237.47,249.34,250,249.34,199.5
Black Gram Stone Crushed-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,1,1,142.48,149.61,150,149.61,110.25
Book 10rps,Prakruthivanam,1 pc,Printed Books,Printed Books,0,1,1,9.97,9.97,10,9.97,7
Gingely Oil 1 Lts Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,550.93,578.48,580,578.48,490.35
Groundnut Oil -1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,341.96,359.06,360,359.06,229.95
Shampoo -200 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,2,1,236.67,279.27,140,139.63,97.94
Groundnut Chikki-250 Gms-pvs,Prakruthivanam,1 pc,Snacks,Home Made,5,2,1,189.98,199.48,100,99.74,70.35
Arogya Rock salt,Arogya Rahasya,1 kg,Masala & Spices,Powder,0,1,1,49.87,49.87,50,49.87,40
Vudarlu 1kg Pvs,Prakruthivanam,1 pc,Millet,Millet,5,3,1,398.95,418.9,140,139.63,112.35
Honey Farm Collection-500 Gms-pvs,Prakruthivanam,1 pc,Branded Foods,Honey,5,1,1,189.98,199.48,200,199.48,147
Channa Dal500-gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,2,1,151.98,159.58,80,79.79,64.05
Jaggery - 1kg - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,2,1,219.42,219.42,110,109.71,85
Andu Korralu 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,1,341.96,359.06,180,179.53,143.85
channa white 500g,Prakruthivanam,1 pkt,Grocery & Staples,Dals With Husk,5,2,1,122.67,128.8,70,64.4,53.55
Coconut Oil 5ltr,Prakruthivanam,1 btl,KIRANA,COLD PRESSED OILS,5,1,1,2146.67,2254,2450,2254,1995
Wheat Flour-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Flours & Staples,5,3,1,236.57,248.4,90,82.8,72.45
Size 4 Clay Cookware,Clay Pots,1 ltr,Household,Miscellaneous,0,3,3,351,351,130,117,60
Dawachay 200g,Dathu Naturals,1 kg,TEA & COFFEE,Miscellaneous,0,14,14,6160,6160,440,440,352
Fry Pan Biggsize ,Clay Pots,1 ltr,Miscellaneous,Miscellaneous,0,3,2,769.5,769.5,270,256.5,135
Clay Kadai Bigsize,Clay Pots,1 ltr,Household,Cookware,0,3,3,712.5,712.5,250,237.5,125
Clay Serving Bowls,Clay Pots,1 ltr,Household,Cookware,0,2,1,104.5,104.5,55,52.25,27.5
Size 4 Clay Cookware,Clay Pots,1 ltr,Household,Miscellaneous,0,1,1,123.5,123.5,130,123.5,60
"Cast Iron Skillets 12""",Cast Iron,1 pc,Custom,Custom,5,4,4,4190.48,4400,1100,1100,682.5
Udara Rawa - 500 Gms - Pvs,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,1,1,78.98,82.93,85,82.93,65.1
Jaggery - 500 Gms - Pvs,Prakruthivanam,1 pc,Grocery & Staples,"Salt, Sugar & Jaggery",0,2,1,117.07,117.07,60,58.54,45
Soap Nuts Puls 500g,GCC,1 kg,Personal Care,Hair Wash,5,31,19,1476.19,1550,50,50,44
Red Gram Stone Crushed 500gms-pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,40,1,2714.29,2850,75,71.25,56.7
Andu Korralu 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,1,341.68,358.76,180,179.38,143.85
Vetivert Bath Soap - 100gms -pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,84.45,99.66,100,99.66,70.8
Panchagavya Soap - 100grm - Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,84.45,99.66,100,99.66,70.8
Palapack Multhanimatti Soap Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,6,1,354.71,418.56,70,69.76,59
Cow Milk & Sandal Wood - 100gms -pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,84.45,99.66,100,99.66,70.8
Shampoo -600 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,3,1,962.78,1136.08,380,378.69,274.94
Neem & Aloevera Soap - 100gms - Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,76.01,89.69,90,89.69,62.54
Jaggery - 500 Gms - Pvs,Prakruthivanam,1 pc,Grocery & Staples,"Salt, Sugar & Jaggery",0,10,1,597.94,597.94,60,59.79,45
Andu Korra Rawa 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Siri Dhanyalu Ravva,5,1,1,90.48,95,115,95,92.4
Arogya Dishwash Gel250ml,Arogya Rahasya,1 ltr,Household,Dishwash,18,10,10,593.22,700,70,70,52.5
Soapnut Powder GCC,GCC,1 grm,Personal Care,Hair Wash,5,15,14,785.71,825,55,55,46
Neem Oil 200ml Pvs,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,5,1,746.97,784.31,160,156.86,115.75
Arogya Rock salt,Arogya Rahasya,1 kg,Masala & Spices,Powder,0,2,1,98.04,98.04,50,49.02,40
Moringa Powder 100g,Gouthami Agro,1 kg,Naturals,Naturals,0,2,1,333.33,333.33,170,166.67,119
Neem & Tulsi Soap-100gms-pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,15,1,1121.64,1323.53,90,88.24,62.54
Mosrelief,Herbal Strategi,1 pc,Household,Mosquito Repelent,18,4,1,282.49,333.33,85,83.33,68
Variga Ravva 500gms Pvs,Prakruthivanam,500 kg,ORGANIC PRODUCTS,Millet Ravva,5,1,1,93.37,98.04,100,98.04,76.65
Honey Farm Collection-500 Gms-pvs,Prakruthivanam,1 pc,Branded Foods,Honey,5,1,1,186.74,196.08,200,196.08,147
Jaggery - 500 Gms - Pvs,Prakruthivanam,1 pc,Grocery & Staples,"Salt, Sugar & Jaggery",0,1,1,58.82,58.82,60,58.82,45
Groundnuts 500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,10,1,814.29,855,90,85.5,72.45
Dawachay 200g,Dathu Naturals,1 kg,TEA & COFFEE,Miscellaneous,0,1,1,418,418,440,418,352
Unpolished Rice-1kg-pvs,Prakruthivanam,1 pc,Grains,Rice,5,5,1,361.9,380,80,76,64.05
Samalu 500g,Prakruthivanam,1 pkt,Millet,Millet,5,6,1,380,399,70,66.5,42
Dawachay 100g,Dathu Naturals,1 kg,TEA & COFFEE,Miscellaneous,0,9,9,1980,1980,220,220,176
Tamarind-500 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,26,23,3466.67,3640,140,140,61.95
Tamarind-250 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,25,21,1666.67,1750,70,70,34.65
Cast Iron Paniyaram Pan,Cast Iron,1 mtr,Miscellaneous,Miscellaneous,5,1,1,666.67,700,900,700,483
Ground Nut Oil 5ltr,Prakruthivanam,1 btl,KIRANA,COLD PRESSED OILS,5,10,10,14761.9,15500,1550,1550,1149.75
Cast Iron Dutch Pan,Cast Iron,1 pc,Miscellaneous,Miscellaneous,5,3,3,3428.57,3600,1200,1200,651
Arika Flour 500 Gms - Pvs,Prakruthivanam,1 pc,Custom,Custom,5,2,1,209.52,220,110,110,80.85
Palapack Multhanimatti Soap Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,58.9,69.5,70,69.5,59
Safflower Oil - 1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,463.36,486.52,490,486.52,380.1
Shampoo -600 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,1,1,319.75,377.3,380,377.3,274.94
Dawachay 100g,Dathu Naturals,1 kg,TEA & COFFEE,Miscellaneous,0,1,1,216.14,216.14,220,216.14,176
Shampoo -200 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,2,1,233.13,275.09,140,137.54,97.94
Clay Jug Big Size,Miscellaneous,1 ltr,Household,Cookware,0,1,1,221.05,221.05,225,221.05,85
Cast Iron Single Handle Dosa Pan,Cast Iron,1 pc,Miscellaneous,Miscellaneous,5,1,1,654.97,687.72,700,687.72,315
25kg singel polished rice,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,3,1,5500,5500,1850,1833.33,1500
Size 4 Clay Cookware,Clay Pots,1 ltr,Household,Miscellaneous,0,1,1,90,90,130,90,60
Mosquito Room Spray-100ml,Herbal Strategi,1 ltr,Household Care,Household Cleaner,18,1,1,145.28,171.43,180,171.43,144
Mosrelief Machine&vaporizer,Herbal Strategi,1 ltr,Household,Mosquito Repelent,18,1,1,108.96,128.57,135,128.57,107.99
Chilli Powder-250 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,0,45,44,4050,4050,90,90,55
Honey Farm Collection - 1kg - Pvs,Prakruthivanam,1 pc,Branded Foods,Honey,5,1,1,364.15,382.35,390,382.35,288.75
Chilli Powder-100 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,5,3,1,112.04,117.65,40,39.22,32.55
Walnut 100g,Manam Foods,1 pkt,Dry Fruit,WALNUTS,0,14,14,1960,1960,140,140,110
Desi CowGhee 400-G,Arogya Rahasya,1 grm,Dairy Products,Ghee,12,6,1,0,0,560,0,504
Safflower Oil 500ml,Prakruthivanam,1 btl,Grocery & Staples,Cooking Oil,5,3,1,0,0,250,0,195.3
Shampoo -600 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,10,1,0,0,380,0,274.94
Korralu - 1kg -pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,10,1,0,0,120,0,92.4
Fine Jaggery Powder-200 Gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Jaggery Powder,0,7,2,0,0,40,0,30
Shampoo -200 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,6,1,0,0,140,0,97.94
Andu Korralu1kg,Prakruthivanam,1 kg,Millet,Millet,5,5,1,0,0,180,0,143.85
Panchagavya Soap - 100grm - Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,6,1,0,0,100,0,70.8
Jaggery - 1kg - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,5,1,0,0,110,0,85
Udara Flour - 500 Gms - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,5,5,380.95,400,80,80,60.9
GCC Coffee Powder,GCC,1 pkt,TEA & COFFEE,Miscellaneous,5,8,8,800,840,105,105,82.5
M Cloth Carry Bag,Cloth Bag,1 pc,Bags & Luggages,Cloth Bag,0,39,39,117,117,3,3,12
Korralu - 1kg -pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,1,1,107.43,112.8,120,112.8,92.4
Size 4 Clay Cookware,Clay Pots,1 ltr,Household,Miscellaneous,0,1,1,122.2,122.2,130,122.2,60
Clay Serving Bowls,Clay Pots,1 ltr,Household,Cookware,0,1,1,51.7,51.7,55,51.7,27.5
Shampoo -600 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,1,1,302.71,357.2,380,357.2,210
25kg singel polished rice,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,6,6,10571.43,11100,1850,1850,1500
Safflower Oil 500ml-Pvs,Prakruthivanam,1 ml,Grocery & Staples,Cooking Oil,5,9,6,2314.29,2430,270,270,195.3
kaju Round 100g,Manam Foods,1 pkt,Dry Fruit,Kaju,0,10,7,1250,1250,125,125,90
25kg Unpolished Rice,Prakruthivanam,1 kg,Grains,Rice,0,3,5,6000,6000,1800,2000,1600
Groundnut Oil 500ml - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,57,29,8685.71,9120,160,160,147
Ground Nut Oil 500ml,Prakruthivanam,1 btl,Miscellaneous,Miscellaneous,5,2,1,304.76,320,160,160,119.7
Badam-100g,Manam Foods,1 kg,Dry Fruit,Badam,0,8,5,680,680,85,85,67
Salted Pista-100g,Manam Foods,1 kg,Dry Fruit,Pista,0,19,18,2755,2755,145,145,107
Turmeric Powder -500gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,5,2,1,257.14,270,150,135,113.4
Nature Rinse Herbal Foam Handwash,Herbal Strategi,1 ltr,Household,Home Linen,18,1,1,137.29,162,180,162,144
Samalu (little Millet) Rice - 1kg - Pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,5,1,557.14,585,130,117,99.75
Korralu - 1kg -pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,10,1,1028.57,1080,120,108,92.4
Walnut 100g,Manam Foods,1 pkt,Dry Fruit,WALNUTS,0,1,1,126,126,140,126,110
Sabja Seeds-100g,Prakruthivanam,1 grm,Masala & Spices,Spices,5,8,1,205.71,216,30,27,23.1
Chilli Powder-500 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,5,1,1,137.14,144,160,144,136.5
Salted Pista-100g,Manam Foods,1 kg,Dry Fruit,Pista,0,1,1,130.5,130.5,145,130.5,110
Shikakai Powder GCC,GCC,1 grm,Personal Care,Hair Wash,5,1,1,47.14,49.5,55,49.5,46
Coconut Oil 5ltr,Prakruthivanam,1 btl,KIRANA,COLD PRESSED OILS,5,1,1,2100,2205,2450,2205,1995
Andu Korralu1kg,Prakruthivanam,1 kg,Millet,Millet,5,5,1,771.43,810,180,162,143.85
Chilli Powder-250 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,5,2,1,154.29,162,90,81,75.6
Nature Drop 2 ltr,Herbal Strategi,1 ltr,Household,Dishwash,18,1,1,377.54,445.5,495,445.5,396.01
Kitchen Cleaner 2000ml,Herbal Strategi,1 ltr,Household,Kitchen Cleaner,18,1,1,244.07,288,320,288,256
Chilli Powder-100 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Powder,5,5,1,171.43,180,40,36,32.55
Badam-100g,Manam Foods,1 kg,Dry Fruit,Badam,0,10,7,950,950,95,95,70
Groundnut Oil -1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,140,76,41333.33,43400,310,310,229.95
Kismiss -100g,Manam Foods,1 kg,Dry Fruit,Kis Miss,0,19,8,855,855,45,45,30
Anjeer-100g,Manam Foods,1 kg,Dry Fruit,Anjeer,0,20,10,2200,2200,110,110,80
Puro salt 1kg,Sri venkateswara Enterprises,1 pkt,Salt- Sugar & Jaggery,Miscellaneous,5,16,14,1508.57,1584,99,99,77.5
Clay Kadai Bigsize,Clay Pots,1 ltr,Household,Cookware,0,1,1,245.1,245.1,250,245.1,125
Size 1 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,254.9,254.9,260,254.9,135
Water Filter With Natural Minerals + Alkalinity (n),Water Filter,1 pc,Water,Water,18,1,1,6949.15,8200,9000,8200,7199.99
Cast Iron Paniyaram Pan,Cast Iron,1 mtr,Miscellaneous,Miscellaneous,5,2,2,1714.29,1800,900,900,483
Clay Kadai SmallSize,Clay Pots,1 ltr,Household,Cookware,0,1,1,171,171,190,171,90
Single Polish Rice 20kgs Bag,Prakruthivanam,1 bag,Miscellaneous,Miscellaneous,0,1,1,1850,1850,1850,1850,1500
Sabja Seeds-100g,Prakruthivanam,1 grm,Masala & Spices,Spices,5,1,1,26.05,27.35,30,27.35,23.1
Jonna Laddu-150 Gms -pvs,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,69.47,72.94,80,72.94,53.55
Millet Muruku-100 Gms-PVS,Prakruthivanam,1 grm,Snacks,Home Made,5,1,1,52.1,54.71,60,54.71,44.1
Size 3 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,159.16,159.16,160,159.16,85
Size 4 Clay Cookware,Clay Pots,1 ltr,Household,Miscellaneous,0,1,1,109.42,109.42,130,109.42,60
Sandal Incense Sticks,Herbal Strategi,1 kg,Household,Pooja Items,5,1,1,37.9,39.79,40,39.79,31.99
Multhani Matti Soap 100g,Prakruthiivannam,1 kg,Personal Care,Soaps,18,1,1,37.94,44.76,45,44.76,35.4
Shampoo -600 Ml -pvs,Prakruthivanam,1 pc,Personal Care,Shampoo,18,1,1,320.35,378.01,380,378.01,210
Trifala Churn-200g,Arogya Rahasya,1 grm,Masala & Spices,Powder,5,1,1,71.05,74.61,75,74.61,56.25
Arogya Rock salt,Arogya Rahasya,1 kg,Masala & Spices,Powder,0,1,1,49.74,49.74,50,49.74,40
Jasmine Soap-100gms-pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,75.87,89.53,90,89.53,62.54
Clay Kadai Bigsize,Clay Pots,1 ltr,Household,Cookware,0,1,1,248.69,248.69,250,248.69,125
Neem & Tulsi Soap-100gms-pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,75.87,89.53,90,89.53,62.54
Cow Milk & Sandal Wood - 100gms -pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,84.3,99.48,100,99.48,70.8
Neem & Aloevera Soap - 100gms - Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,75.87,89.53,90,89.53,62.54
Size 2 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,208.9,208.9,210,208.9,100
Lavender Incense Sticks,Herbal Strategi,1 kg,Household,Pooja Items,5,1,1,37.9,39.79,40,39.79,31.99
Vetivert Bath Soap - 100gms -pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,84.3,99.48,100,99.48,70.8
Citronella Incense Sticks,Herbal Strategi,1 kg,Household,Pooja Items,5,1,1,37.9,39.79,40,39.79,32
Patchouli Incense Sticks,Herbal Strategi,1 kg,Household,Pooja Items,5,1,1,37.9,39.79,40,39.79,32
Sama Flour - 500 Gms - Pvs,Prakruthivanam,1 pc,Millet,Millet Flour,5,4,1,302.99,318.14,80,79.53,0
Arika Flour 500g Pvs,Prakruthivanam,1 pc,Millet,Millet Flour,5,4,1,359.8,377.79,95,94.45,80.85
Udara Flour - 500 Gms - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Siri Dhanyalu Flour,5,4,1,302.99,318.14,80,79.53,60.9
Andu Korra Flour 500g,Prakruthivanam,1 pc,Millet,Millet Flour,5,4,1,397.67,417.56,105,104.39,84
Korra Flour - 500 Gms - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,4,1,265.12,278.37,70,69.59,53.55
Cow Pea (Alasandalu) 250g,Prakruthivanam,1 pkt,Seeds And Grains,Grains,5,13,11,371.43,390,30,30,23
Cow Pea (Alasandalu) 500g,Prakruthivanam,1 pkt,Seeds And Grains,Grains,5,13,9,619.05,650,50,50,39
Udarlu flour 1kg,prakruthivanam,1 pkt,Millet,Millet Flour,5,1,1,142.86,150,150,150,114.45
25kg Unpolished Rice,Prakruthivanam,1 kg,Grains,Rice,0,10,1,800,800,1800,80,1600
water pot red clay,Clay Pots,1 pc,Miscellaneous,Miscellaneous,0,18,19,7560,7560,420,420,0
Size 4 Redclay Pot,Clay Pots,1 ltr,Household,Miscellaneous,0,2,2,240,240,120,120,60
Black Kiss miss 100g,Manam Foods,1 pkt,Dry Fruit,Kis Miss,0,5,5,250,250,50,50,32
Size 1 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,255,255,260,255,135
Gomutra Ark-200ml,Arogya Rahasya,1 ltr,Sharbat Falooda & Juices,Beverage,12,10,6,312.5,350,35,35,26.25
Dates-500 Gms-pvs,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,1,1,187.41,209.9,210,209.9,179.2
Honey Farm Collection - 1kg - Pvs,Prakruthivanam,1 pc,Branded Foods,Honey,5,2,1,742.51,779.63,390,389.82,288.75
Jowar (jonnalu)-1kg-pvs,Prakruthivanam,1 pc,Seeds And Grains,Grains,5,2,1,95.19,99.95,50,49.98,39.9
Natural Sugar,Arogya Rahasya, kg,Grocery & Staples,"Salt, Sugar & Jaggery",5,2,1,190.39,199.91,100,99.95,72.25
Vudarlu 1kg Pvs,Prakruthivanam,1 pc,Millet,Millet,5,2,1,266.54,279.87,140,139.93,112.35
Gingely Seed 1kg Pvs1,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,1,1,209.43,219.9,220,219.9,175.35
Arogya Rock salt,Arogya Rahasya,1 kg,Masala & Spices,Powder,0,2,1,99.95,99.95,50,49.98,40
Fried Channa Dal500gms-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,76.15,79.96,80,79.96,64.05
Horsegram Whole-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,1,1,66.64,69.97,70,69.97,55.65
Ragulu-1 Kg-pvs,Prakruthivanam,1 pc,Millet,Millet,5,1,1,57.12,59.97,60,59.97,46.2
Blackgramwhole-500gms,Prakruthivanam,1 grm,Grocery & Staples,Grains,5,4,1,266.54,279.87,70,69.97,51.45
Bajra-1 Kg-pvs,Prakruthivanam,1 pc,Millet,Millet,5,1,1,47.6,49.98,50,49.98,37.8
Mustard -100gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,2,1,38.08,39.98,20,19.99,13.65
Arikalu (kodo) Millet - 1kg - Pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,4,1,609.24,639.7,160,159.93,136.5
Nature spray - Rose,Herbal Strategi,1 ltr,Household,Air Freshner,18,1,1,168.57,198.91,199,198.91,159.21
Methi -100 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,2,1,38.08,39.98,20,19.99,14.7
Castrol Oil 200ml,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,2,1,133.27,139.93,70,69.97,52.5
Size 4 Clay Cookware,Clay Pots,1 ltr,Household,Miscellaneous,0,1,1,129.94,129.94,130,129.94,60
Vazra 100MRP Kanthi 100gms toothpowder,Dathu Naturals,1 kg,Personal Care,Tooth Paste,0,2,1,199.91,199.91,100,99.95,50
Kismiss -100g,Manam Foods,1 kg,Dry Fruit,Kis Miss,0,1,1,44.98,44.98,45,44.98,30
Size 2 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,209.9,209.9,210,209.9,100
Varigalu 1 Kg-pvs,Prakruthivanam,1 pc,Millet,Millet,5,2,1,304.62,319.85,160,159.93,122.85
Channa Black 500gms Pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,57.12,59.97,60,59.97,46.2
Jaggery - 1kg - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,1,1,109.95,109.95,110,109.95,85
Neem & Aloevera Soap - 100gms - Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,5,1,381.18,449.79,90,89.96,62.54
Nature Spray - Lemon,Herbal Strategi,1 ltr,Household,Air Freshner,18,1,1,168.57,198.91,199,198.91,159.21
Red Chillies-250g-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,76.15,79.96,80,79.96,68.25
Samalu (little Millet) Rice - 1kg - Pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,2,1,247.5,259.88,130,129.94,99.75
Peppar -100gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,133.27,139.93,140,139.93,105
Copper Plates,Prakruthivanam,1 pc,Household,Utensils & crockery,18,1,1,186.35,219.9,220,219.9,199.42
Coconut Oil 1lt Pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,466.45,489.77,490,489.77,399
Vazra 60MRP Kanthi 50gms tooth powder,Dathu Naturals,1 kg,Personal Care,Tooth Paste,0,144,134,8640,8640,60,60,30
Rice Nippattu 100gms,Prakruthivanam,1 grm,Snacks,Home Made,5,12,6,685.71,720,60,60,42
transport,Travels/courier,1 kg,Miscellaneous,Miscellaneous,0,0,2,0,0,1,14400,1
Groundnut Chikki-250 Gms-pvs,Prakruthivanam,1 pc,Snacks,Home Made,5,2,1,174.6,183.33,100,91.67,70.35
Unpolished Rice-1kg-pvs,Prakruthivanam,1 pc,Grains,Rice,5,2,1,139.68,146.67,80,73.33,64.05
Groundnut Oil -1lts-pvs,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,1,1,291.59,306.17,310,306.17,229.95
Ragi Flour 500gmspvs,Prakruthivanam,1 pc,Millet,Millet Flour,5,1,1,37.62,39.51,40,39.51,31.5
Shikakai Powder GCC,GCC,1 grm,Personal Care,Hair Wash,5,1,1,51.73,54.32,55,54.32,46
Size 4 Clay Cookware,Clay Pots,1 ltr,Household,Miscellaneous,0,2,1,250,250,130,125,60
channa white 500g,Prakruthivanam,1 pkt,Grocery & Staples,Dals With Husk,5,3,3,285.71,300,100,100,84
Size 2 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,178.5,178.5,210,178.5,100
Jeera 250gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,113.89,119.59,120,119.59,86
Size 3 Clay Cookware,Clay Pots,1 ltr,Household,Cookware,0,1,1,159.45,159.45,160,159.45,85
Jaggery - 1kg - Pvs,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,2,1,219.25,219.25,110,109.62,85
verri nuvvulu 250 Grms (Nagier),Prakruthivanam,250 grm,Grocery & Staples,Grains,5,1,1,47.46,49.83,50,49.83,42
1kg Black Gram Without Husk,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,161.35,169.42,170,169.42,136.5
Gingely Seed 1kg Pvs1,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,1,1,246.77,259.11,220,259.11,175.35
Green Gram Whole-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,123.39,129.55,130,129.55,126
Vudarlu 1kg Pvs,Prakruthivanam,1 pc,Millet,Millet,5,1,1,132.88,139.52,140,139.52,112.35
Arikalu (kodo) Millet - 1kg - Pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,1,1,151.86,159.45,160,159.45,136.5
Cloves-50 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,104.4,109.62,110,109.62,88.2
Jowar (jonnalu)-1kg-pvs,Prakruthivanam,1 pc,Seeds And Grains,Grains,5,10,1,474.56,498.29,50,49.83,39.9
Samalu (little Millet) Rice - 1kg - Pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,3,1,370.16,388.66,130,129.55,99.75
250g White Gingerly Seeds,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,1,1,66.44,69.76,70,69.76,55.65
Korralu - 1kg -pvs,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,1,1,113.89,119.59,120,119.59,91
Redgram Stone Crushed-1kg-pvs,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,1,1,132.88,139.52,140,139.52,105
Andu Korralu 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,170.84,179.38,180,179.38,143.85
Neem Oil 200ml Pvs,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,2,2,190.48,200,100,100,95
Kismiss -100g,Manam Foods,1 kg,Dry Fruit,Kis Miss,0,11,8,385,385,35,35,20
Wooden Spoon,Arogya Rahasya,1 pc,Household,Cookware,0,58,52,2610,2610,45,45,32
Clay Jug Big Size,Miscellaneous,1 ltr,Household,Cookware,0,1,1,215,215,225,215,85
Tamarind-250 Gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,1,1,66.67,70,40,70,34.65
